Survey Identifier,Area of park,Longitude,Latitude,Food cache ,Lodge class,Lodge type,Lodge number,Lodge identifier,Unit identifier,Year of survey,Month of survey,Day of survey,Season,Aerial or ground survey method,Mode of transportation for survey,Percentage of EINP surveyed,Width of transect in meters,Visibility conditions,Amount of snow on ground,Amount of ice on ponds,"Flying height, above ground level",Flying speed,Survey Comments
24,north,-112.8517183,53.61439177,absent,NA,unknown,11,9011,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9411583,53.61335169,absent,NA,unknown,15,10015,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9181852,53.61383908,absent,NA,unknown,23,10023,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9314827,53.61368808,absent,NA,unknown,28,10028,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8549577,53.61551926,absent,NA,unknown,9,9009,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8115087,53.61629284,absent,NA,unknown,21,9021,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8090074,53.6164925,absent,2,shoreline,28,9028,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8553595,53.61606142,absent,NA,unknown,8,9008,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8082964,53.61683587,absent,NA,unknown,20,9020,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9247608,53.61514491,absent,NA,unknown,78,10078,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9223043,53.61531925,absent,NA,unknown,22,10022,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8622271,53.61648513,absent,NA,unknown,49,8049,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8114162,53.61731009,absent,NA,unknown,7,9007,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8619106,53.61684966,absent,NA,unknown,38,8038,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9177918,53.6161648,absent,NA,unknown,24,10024,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.930306,53.61606245,absent,NA,unknown,27,10027,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8131465,53.61852448,absent,NA,unknown,19,9019,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9479703,53.61649537,absent,NA,unknown,9,10009,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9197215,53.61704184,absent,NA,unknown,25,10025,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8147159,53.61880634,absent,NA,unknown,25,9025,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.942995,53.61713365,absent,NA,unknown,8,10008,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.814946,53.61923436,absent,3,shoreline,29,9029,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8158902,53.61939085,absent,NA,unknown,26,9026,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9409228,53.61744597,absent,NA,unknown,83,10083,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9416178,53.61743469,absent,NA,unknown,84,10084,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9391839,53.61810347,absent,NA,unknown,7,10007,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8731892,53.61922675,absent,NA,unknown,50,8050,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.938255,53.61828933,absent,NA,unknown,6,10006,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9241913,53.61857925,absent,NA,unknown,26,10026,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9322046,53.61889962,absent,NA,unknown,4,10004,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8220954,53.62093267,absent,3,shoreline,27,9027,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8744386,53.62080739,absent,NA,unknown,35,8035,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9347604,53.61990116,absent,NA,unknown,80,10080,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8684197,53.62250173,absent,NA,unknown,68,8068,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8467211,53.62286554,absent,NA,unknown,6,9006,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8887699,53.62242497,absent,NA,unknown,33,8033,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8677158,53.62299817,absent,NA,unknown,69,8069,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9130361,53.62233614,absent,NA,unknown,84,8084,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8905854,53.62278286,absent,NA,unknown,32,8032,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9102273,53.62309122,absent,NA,unknown,36,8036,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8836635,53.62354829,absent,NA,unknown,34,8034,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9059395,53.62424738,absent,NA,unknown,51,8051,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8670053,53.62505896,absent,NA,unknown,75,8075,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8969383,53.62518152,absent,NA,unknown,31,8031,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8801043,53.62546518,absent,NA,unknown,24,8024,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9121006,53.62505707,absent,NA,unknown,29,8029,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9056147,53.62543023,absent,NA,unknown,42,8042,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8797743,53.62586592,absent,NA,unknown,23,8023,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9180864,53.62532986,absent,NA,unknown,28,8028,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9436156,53.62504378,absent,NA,unknown,3,10003,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9119178,53.62603091,absent,NA,unknown,43,8043,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8988575,53.62649957,absent,NA,unknown,52,8052,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8399127,53.62799575,absent,NA,unknown,1,9001,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.921984,53.6269035,absent,NA,unknown,27,8027,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7939314,53.62891862,absent,4,unknown,43,7043,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8777054,53.62763345,absent,NA,unknown,22,8022,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7936907,53.6289492,absent,4,shoreline,46,7046,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9022361,53.62730895,absent,NA,unknown,41,8041,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8264804,53.62863303,absent,NA,unknown,5,9005,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7948682,53.62925518,absent,3,shoreline,42,7042,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9429738,53.62720281,absent,NA,unknown,75,10075,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7887043,53.62976999,absent,3,shoreline,40,7040,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9401111,53.62743805,absent,NA,unknown,2,10002,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8763206,53.62846427,absent,NA,unknown,21,8021,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8944448,53.62825962,absent,NA,unknown,70,8070,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8933007,53.62837662,absent,NA,unknown,71,8071,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8938639,53.62845761,absent,NA,unknown,85,8085,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8422074,53.62929095,absent,NA,unknown,18,9018,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8281228,53.6295429,absent,NA,unknown,3,9003,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9450188,53.62793374,absent,NA,unknown,81,10081,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8809895,53.62904723,absent,NA,unknown,18,8018,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8708226,53.6293055,absent,NA,unknown,25,8025,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9457007,53.62829124,absent,NA,unknown,1,10001,10,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8985971,53.62911978,absent,NA,unknown,53,8053,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.84159,53.63004661,absent,NA,unknown,22,9022,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8747517,53.62957663,absent,NA,unknown,20,8020,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.827056,53.63040423,absent,NA,unknown,4,9004,9,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8918193,53.62940692,absent,NA,unknown,59,8059,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8919669,53.62966529,absent,NA,unknown,61,8061,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9244225,53.62930958,absent,NA,unknown,54,8054,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7890075,53.6315724,absent,4,unknown,31,7031,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9002566,53.63003738,absent,NA,unknown,30,8030,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8921323,53.63031894,absent,NA,unknown,60,8060,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7797869,53.63206048,absent,4,island,26,7026,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8849804,53.63070151,absent,NA,unknown,14,8014,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8892927,53.63074139,absent,NA,unknown,13,8013,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8736258,53.63113154,absent,NA,unknown,19,8019,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8585807,53.63156393,absent,NA,unknown,55,5055,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8438328,53.63188196,absent,4,unknown,27,6027,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8027401,53.63262489,absent,2,island,33,7033,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8385194,53.63212552,absent,4,unknown,26,6026,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8528843,53.63203882,absent,4,unknown,58,6058,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8535343,53.63202876,absent,4,unknown,60,6060,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8533735,53.63215711,absent,4,unknown,33,6033,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8027468,53.63313721,absent,4,unknown,34,7034,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8939412,53.63187256,absent,NA,unknown,12,8012,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8434011,53.63273366,absent,4,unknown,28,6028,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9052225,53.63182833,absent,NA,unknown,82,8082,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8234277,53.63324641,absent,3,shoreline,37,6037,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8194532,53.63332489,absent,2,shoreline,36,6036,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.780624,53.63398083,absent,4,unknown,24,7024,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9178427,53.63195937,absent,NA,unknown,26,8026,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8306932,53.63336923,absent,3,shoreline,25,6025,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7796203,53.63421151,absent,3,island,58,7058,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8477463,53.63317907,absent,3,island,49,6049,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8325121,53.63345826,absent,3,shoreline,57,6057,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7796037,53.63453539,absent,4,island,25,7025,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8435301,53.63361267,absent,4,shoreline,29,6029,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8970928,53.63300931,absent,NA,unknown,10,8010,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8924901,53.633244,absent,NA,unknown,11,8011,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8682199,53.63372424,absent,NA,unknown,56,5056,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8525843,53.63416508,absent,4,unknown,45,6045,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8806091,53.63375493,absent,NA,unknown,17,8017,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8522382,53.63420639,absent,4,unknown,44,6044,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8513181,53.63426558,absent,4,unknown,32,6032,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7895099,53.63522372,absent,4,shoreline,41,7041,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8824771,53.63392334,absent,NA,unknown,44,8044,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9036237,53.63360681,absent,NA,unknown,73,8073,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8423712,53.63513183,absent,4,unknown,30,6030,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.81607,53.63555181,absent,2,island,35,6035,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7931698,53.63592408,absent,2,shoreline,29,7029,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.872258,53.63473992,absent,NA,unknown,54,5054,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8839375,53.63479036,absent,NA,unknown,16,8016,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8440229,53.63554689,absent,4,unknown,20,6020,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8524274,53.6354171,absent,4,unknown,47,6047,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8425692,53.63585696,absent,4,unknown,21,6021,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8533544,53.63586123,absent,4,unknown,46,6046,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9259927,53.63489406,absent,NA,unknown,46,8046,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8523136,53.63627289,absent,4,unknown,48,6048,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7806011,53.63738828,absent,4,island,22,7022,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8908024,53.6357519,absent,NA,unknown,86,8086,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8434158,53.63688674,absent,4,unknown,56,6056,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8857721,53.6362448,absent,NA,unknown,15,8015,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8366789,53.63710719,absent,4,shoreline,22,6022,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7941716,53.63778793,absent,4,unknown,28,7028,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9046153,53.63614418,absent,NA,unknown,58,8058,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8441706,53.63719875,absent,4,unknown,19,6019,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8332816,53.63759978,absent,3,shoreline,24,6024,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7985472,53.63823468,absent,4,unknown,27,7027,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8328367,53.63815497,absent,4,shoreline,23,6023,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8516589,53.6379012,absent,3,shoreline,62,6062,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9248081,53.63678304,absent,NA,unknown,65,8065,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.782802,53.63900065,absent,3,shoreline,35,7035,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7800528,53.6390955,absent,4,unknown,21,7021,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8183208,53.63864608,absent,2,island,53,6053,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8441711,53.63825055,absent,4,unknown,18,6018,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8526174,53.63837182,absent,4,unknown,16,6016,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9052859,53.63759886,absent,NA,unknown,66,8066,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9100516,53.6376128,absent,NA,unknown,79,8079,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8479696,53.63863246,absent,4,shoreline,61,6061,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9230383,53.63744977,absent,NA,unknown,8,8008,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7796957,53.63995484,absent,4,unknown,20,7020,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9013035,53.63818361,absent,NA,unknown,67,8067,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.857042,53.63888758,absent,4,unknown,15,6015,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9083212,53.63815283,absent,NA,unknown,48,8048,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8742189,53.63870972,absent,NA,unknown,52,5052,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8995263,53.63835568,absent,NA,unknown,9,8009,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8909267,53.63886943,absent,NA,unknown,43,5043,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9061198,53.6386464,absent,NA,unknown,45,8045,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8774774,53.63918905,absent,NA,unknown,70,5070,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8582973,53.63956931,absent,NA,unknown,53,5053,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8027141,53.64052731,absent,3,shoreline,41,6041,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8741772,53.63947452,absent,NA,unknown,51,5051,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8785619,53.63942375,absent,NA,unknown,50,5050,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9139439,53.63905194,absent,NA,unknown,76,8076,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9128269,53.63910575,absent,NA,unknown,56,8056,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8837517,53.6401243,absent,NA,unknown,75,5075,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8023299,53.64145005,absent,4,shoreline,40,6040,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8518698,53.64099044,absent,4,unknown,14,6014,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9248271,53.6398573,absent,NA,unknown,2,8002,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.7847304,53.64203741,absent,2,shoreline,39,7039,7,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.876968,53.6406624,absent,NA,unknown,49,5049,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9125149,53.64023448,absent,NA,unknown,6,8006,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8817882,53.64087438,absent,NA,unknown,60,5060,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8534936,53.64145076,absent,4,unknown,13,6013,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.907118,53.64065323,absent,3,island,87,8087,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8487202,53.64161449,absent,4,unknown,52,6052,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8828879,53.6411088,absent,NA,unknown,78,5078,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8788077,53.64120888,absent,NA,unknown,48,5048,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8812301,53.64125174,absent,NA,unknown,61,5061,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9259029,53.64055919,absent,NA,unknown,1,8001,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9123725,53.64109979,absent,NA,unknown,7,8007,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8481976,53.642117,absent,4,unknown,51,6051,6,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.8920232,53.64173787,absent,NA,unknown,42,5042,5,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
24,north,-112.9126593,53.64141885,absent,NA,unknown,5,8005,8,2003,NA,NA,fall,aerial,helicopter,100,500,NA,NA,NA,120,130,NA
